screening_id,source_celex,amended_act,article,carrier_section,provision_type,candidate_mechanism,semantic_role,matched_pattern,matched_keyword,screening_confidence,evidence_text
SCR-00435,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"the group auditor reviews the assurance work performed by independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting and documents it."
SCR-00436,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,The documentation retained by the group auditor shall be such as to enable the relevant competent authority to review the work of the group auditor.
SCR-00437,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
SCR-00438,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certification,actor,independent assurance services provider,independent assurance services provider,high,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
SCR-00439,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"For the purposes of point (c) of the first subparagraph of this paragraph, the group auditor shall request the agreement of the independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or audit firm(s) concerned to the transfer of relevant documentation during the conduct of the assurance of consolidated sustainability reporting, as a condition of the reliance by the group auditor on the work of those independent assurance servic"
SCR-00440,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,"2. Where the group auditor is unable to comply with point (c) of the first subparagraph of paragraph 1, he, she or it shall take appropriate measures and inform the relevant competent authority."
SCR-00441,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,"Such measures shall, where appropriate, include carrying out additional assurance work, either directly or by outsourcing such tasks, in the relevant subsidiary."
SCR-00442,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
SCR-00443,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certification,actor,independent assurance services provider,independent assurance services provider,high,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
SCR-00444,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"3. Where the group auditor is subject to a quality assurance review or an investigation concerning the assurance of consolidated sustainability reporting of a group of undertakings, the group auditor shall, when requested, make available to the competent authority the relevant documentation he, she or it retains concerning the assurance work performed by the respective independent assurance services provider(s), third-country auditor(s), statutory auditor(s), third-country audit entity(ies) or a"
SCR-00445,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,The competent authority may request additional documentation on the assurance work performed by any statutory auditor(s) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting from the relevant competent authorities pursuant to Article 36.
SCR-00446,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,The competent authority may request additional documentation on the assurance work performed by any statutory auditor(s) or audit firm(s) for the purpose of the assurance of consolidated sustainability reporting from the relevant competent authorities pursuant to Article 36.
SCR-00447,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"Where the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings is carried out by any auditor(s) or audit entity(ies) from a third country, the competent authority may request additional documentation on the assurance work performed by any third-country auditor(s) or third-country audit entity(ies) from the relevant competent authorities from third countries through working arrangements."
SCR-00448,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,"Where the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings is carried out by any auditor(s) or audit entity(ies) from a third country, the competent authority may request additional documentation on the assurance work performed by any third-country auditor(s) or third-country audit entity(ies) from the relevant competent authorities from third countries through working arrangements."
SCR-00449,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
SCR-00450,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certification,actor,independent assurance services provider,independent assurance services provider,high,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
SCR-00451,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,"By way of derogation from the third subparagraph, where any independent assurance services provider(s), third-country auditor(s) or audit entity(ies) that have no working arrangements carried out the assurance of sustainability reporting of a parent undertaking or a subsidiary undertaking of a group of undertakings, the group auditor shall, when requested, also be responsible for ensuring proper delivery of the additional documentation on the assurance work performed by such independent assuranc"
SCR-00452,32022L2464,Amendments to Directive 2006/43/EC,‘Article 27a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,"include an opinion and a statement, both of which shall be based on the work undertaken in the course of the audit, pursuant to points (a) and (b) of the second subparagraph of Article 34(1) of Directive 2013/34/EU;’;"
SCR-00453,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,Assurance report on sustainability reporting
SCR-00454,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,Assurance,low,Assurance report on sustainability reporting
SCR-00455,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"1. The statutory auditor(s) or the audit firm(s) shall present the results of the assurance of sustainability reporting in an assurance report on sustainability reporting. That report shall be prepared in accordance with the requirements of assurance standards adopted by the Commission by means of the delegated acts adopted pursuant to Article 26a(3), or, pending adoption by the Commission of those assurance standards, in accordance with national assurance standards, as referred to in Article 26"
SCR-00456,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"1. The statutory auditor(s) or the audit firm(s) shall present the results of the assurance of sustainability reporting in an assurance report on sustainability reporting. That report shall be prepared in accordance with the requirements of assurance standards adopted by the Commission by means of the delegated acts adopted pursuant to Article 26a(3), or, pending adoption by the Commission of those assurance standards, in accordance with national assurance standards, as referred to in Article 26"
SCR-00457,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,2. The assurance report on sustainability reporting shall be in writing and shall:
SCR-00458,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,2. The assurance report on sustainability reporting shall be in writing and shall:
SCR-00459,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,identify the entity whose annual or consolidated sustainability reporting is the subject of the assurance engagement; specify the annual or consolidated sustainability reporting and the date and period it covers; and identify the sustainability reporting framework that has been applied in its preparation;
SCR-00460,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,assurance (engagement|opinion|services),assurance engagement,high,identify the entity whose annual or consolidated sustainability reporting is the subject of the assurance engagement; specify the annual or consolidated sustainability reporting and the date and period it covers; and identify the sustainability reporting framework that has been applied in its preparation;
SCR-00461,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"include a description of the scope of the assurance of sustainability reporting which shall, as a minimum, identify the assurance standards in accordance with which the assurance of sustainability reporting was conducted;"
SCR-00462,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,"include a description of the scope of the assurance of sustainability reporting which shall, as a minimum, identify the assurance standards in accordance with which the assurance of sustainability reporting was conducted;"
SCR-00463,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"3. Where the assurance of sustainability reporting was carried out by more than one statutory auditor or audit firm, the statutory auditor(s) or the audit firm(s) shall agree on the results of the assurance of sustainability reporting and submit a joint report and opinion. In the case of disagreement, each statutory auditor or audit firm shall submit his, her or its opinion in a separate paragraph of the assurance report on sustainability reporting and shall state the reason for the disagreement"
SCR-00464,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"3. Where the assurance of sustainability reporting was carried out by more than one statutory auditor or audit firm, the statutory auditor(s) or the audit firm(s) shall agree on the results of the assurance of sustainability reporting and submit a joint report and opinion. In the case of disagreement, each statutory auditor or audit firm shall submit his, her or its opinion in a separate paragraph of the assurance report on sustainability reporting and shall state the reason for the disagreement"
SCR-00465,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"4. The assurance report on sustainability reporting shall be signed and dated by the statutory auditor carrying out the assurance of sustainability reporting. Where an audit firm carries out the assurance of sustainability reporting, the assurance report on sustainability reporting shall bear the signature of at least the statutory auditor(s) carrying out the assurance of sustainability reporting on behalf of the audit firm. Where more than one statutory auditor or audit firm have been simultane"
SCR-00466,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"4. The assurance report on sustainability reporting shall be signed and dated by the statutory auditor carrying out the assurance of sustainability reporting. Where an audit firm carries out the assurance of sustainability reporting, the assurance report on sustainability reporting shall bear the signature of at least the statutory auditor(s) carrying out the assurance of sustainability reporting on behalf of the audit firm. Where more than one statutory auditor or audit firm have been simultane"
SCR-00467,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"5. Member States may require that, where the same statutory auditor carries out the statutory audit of annual financial statements and the assurance of sustainability reporting, the assurance report on sustainability reporting may be included as a separate section of the audit report."
SCR-00468,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"5. Member States may require that, where the same statutory auditor carries out the statutory audit of annual financial statements and the assurance of sustainability reporting, the assurance report on sustainability reporting may be included as a separate section of the audit report."
SCR-00469,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,6. The report of the statutory auditor or the audit firm on the consolidated sustainability reporting shall comply with the requirements set out in paragraphs 1 to 5.’;
SCR-00470,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,6. The report of the statutory auditor or the audit firm on the consolidated sustainability reporting shall comply with the requirements set out in paragraphs 1 to 5.’;
SCR-00471,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"the persons who carry out quality assurance reviews shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
SCR-00472,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,quality assurance review,quality assurance review,high,"the persons who carry out quality assurance reviews shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
SCR-00473,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"the scope of the quality assurance review, supported by adequate testing of selected audit files and, where applicable, assurance files, shall include an assessment of compliance with applicable auditing standards and independence requirements and, where applicable, with assurance standards, and an assessment of the quantity and quality of resources spent, of the audit fees and fees charged for the assurance of sustainability reporting, and of the internal quality control system of the audit fir"
SCR-00474,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,audit firm,audit firm,high,"the scope of the quality assurance review, supported by adequate testing of selected audit files and, where applicable, assurance files, shall include an assessment of compliance with applicable auditing standards and independence requirements and, where applicable, with assurance standards, and an assessment of the quantity and quality of resources spent, of the audit fees and fees charged for the assurance of sustainability reporting, and of the internal quality control system of the audit fir"
SCR-00475,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"quality assurance reviews shall take place on the basis of an analysis of the risk and, in the case of statutory auditors and audit firms carrying out statutory audits as defined in point (a) of point 1 of Article 2 and, where applicable, carrying out assurance of sustainability reporting, at least every six years;’;"
SCR-00476,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"quality assurance reviews shall take place on the basis of an analysis of the risk and, in the case of statutory auditors and audit firms carrying out statutory audits as defined in point (a) of point 1 of Article 2 and, where applicable, carrying out assurance of sustainability reporting, at least every six years;’;"
SCR-00477,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"reviewers shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
SCR-00478,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,quality assurance review,quality assurance review,high,"reviewers shall have appropriate professional education and relevant experience in statutory audit and financial reporting and, where applicable, in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services, combined with specific training on quality assurance reviews;’;"
SCR-00479,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘2a. Member States may exempt, until 31 December 2025, persons who carry out quality assurance reviews relating to the assurance of sustainability reporting from the requirement to have relevant experience in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services.’;"
SCR-00480,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,quality assurance review,quality assurance review,high,"‘2a. Member States may exempt, until 31 December 2025, persons who carry out quality assurance reviews relating to the assurance of sustainability reporting from the requirement to have relevant experience in sustainability reporting and in the assurance of sustainability reporting or in other sustainability-related services.’;"
SCR-00481,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘1. Member States shall ensure that there are effective systems of investigations and sanctions to detect, correct and prevent inadequate execution of the statutory audit and the assurance of sustainability reporting."
SCR-00482,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,"‘1. Member States shall ensure that there are effective systems of investigations and sanctions to detect, correct and prevent inadequate execution of the statutory audit and the assurance of sustainability reporting."
SCR-00483,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"2. Without prejudice to their civil liability regimes, Member States shall provide for effective, proportionate and dissuasive sanctions in respect of statutory auditors and audit firms, where statutory audits or assurance of sustainability reporting are not carried out in conformity with the provisions adopted in the implementation of this Directive, and, where applicable, with Regulation (EU) No 537/2014."
SCR-00484,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"2. Without prejudice to their civil liability regimes, Member States shall provide for effective, proportionate and dissuasive sanctions in respect of statutory auditors and audit firms, where statutory audits or assurance of sustainability reporting are not carried out in conformity with the provisions adopted in the implementation of this Directive, and, where applicable, with Regulation (EU) No 537/2014."
SCR-00485,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"a temporary prohibition, of up to three years’ duration, banning the statutory auditor, the audit firm or the key sustainability partner from carrying out the assurance of sustainability reporting and/or signing assurance reports on sustainability reporting;’;"
SCR-00486,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"a temporary prohibition, of up to three years’ duration, banning the statutory auditor, the audit firm or the key sustainability partner from carrying out the assurance of sustainability reporting and/or signing assurance reports on sustainability reporting;’;"
SCR-00487,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,a declaration that the assurance report on sustainability reporting does not meet the requirements of Article 28a of this Directive;’;
SCR-00488,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,a declaration that the assurance report on sustainability reporting does not meet the requirements of Article 28a of this Directive;’;
SCR-00489,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘3. The competent authority shall be governed by non-practitioners who are knowledgeable in the areas relevant to statutory audit and, where applicable, to the assurance of sustainability reporting. They shall be selected in accordance with an independent and transparent nomination procedure.’;"
SCR-00490,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,"‘3. The competent authority shall be governed by non-practitioners who are knowledgeable in the areas relevant to statutory audit and, where applicable, to the assurance of sustainability reporting. They shall be selected in accordance with an independent and transparent nomination procedure.’;"
SCR-00491,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"the adoption of standards on professional ethics, internal quality control of audit firms, auditing and the assurance of sustainability reporting, except where those standards are adopted or approved by other Member State authorities;’;"
SCR-00492,32022L2464,Amendments to Directive 2006/43/EC,‘Article 28a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,audit firm,audit firm,high,"the adoption of standards on professional ethics, internal quality control of audit firms, auditing and the assurance of sustainability reporting, except where those standards are adopted or approved by other Member State authorities;’;"
SCR-00493,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,Regulatory arrangements between Member States as regards the assurance of sustainability reporting
SCR-00494,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,Regulatory arrangements between Member States as regards the assurance of sustainability reporting
SCR-00495,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,The requirements of Articles 34 and 36 as regards the statutory audit of financial statements shall apply mutatis mutandis to the assurance of sustainability reporting.’;
SCR-00496,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,The requirements of Articles 34 and 36 as regards the statutory audit of financial statements shall apply mutatis mutandis to the assurance of sustainability reporting.’;
SCR-00497,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,‘The first subparagraph shall apply to the appointment of the statutory auditor or audit firm for the purpose of the assurance of sustainability reporting.’;
SCR-00498,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,‘The first subparagraph shall apply to the appointment of the statutory auditor or audit firm for the purpose of the assurance of sustainability reporting.’;
SCR-00499,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,‘The first subparagraph shall apply to the appointment of the statutory auditor or audit firm for the purpose of the assurance of sustainability reporting.’;
SCR-00500,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,‘The first subparagraph shall apply to the appointment of the statutory auditor or audit firm for the purpose of the assurance of sustainability reporting.’;
SCR-00501,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘3. Any contractual clause restricting the choice by the general meeting of shareholders or members of the audited entity pursuant to paragraph 1 to certain categories or lists of statutory auditors or audit firms as regards the appointment of a particular statutory auditor or audit firm to carry out the statutory audit and, where applicable, the assurance of sustainability reporting of that entity shall be prohibited. Any such existing clauses shall be null and void."
SCR-00502,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"‘3. Any contractual clause restricting the choice by the general meeting of shareholders or members of the audited entity pursuant to paragraph 1 to certain categories or lists of statutory auditors or audit firms as regards the appointment of a particular statutory auditor or audit firm to carry out the statutory audit and, where applicable, the assurance of sustainability reporting of that entity shall be prohibited. Any such existing clauses shall be null and void."
SCR-00503,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"Member States shall ensure that shareholders or members of large undertakings subject to Articles 19a and 29a of Directive 2013/34/EU, except undertakings referred to in point (a) of point (1) of Article 2 of that Directive, and which represent more than 5 % of the voting rights or 5 % of the capital of the undertaking, acting individually or collectively, have the right to table a draft resolution to be adopted in the general meeting of shareholders or members, requiring that an accredited thir"
SCR-00504,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,certification,mechanism,\baccredited\b,accredited,low,"Member States shall ensure that shareholders or members of large undertakings subject to Articles 19a and 29a of Directive 2013/34/EU, except undertakings referred to in point (a) of point (1) of Article 2 of that Directive, and which represent more than 5 % of the voting rights or 5 % of the capital of the undertaking, acting individually or collectively, have the right to table a draft resolution to be adopted in the general meeting of shareholders or members, requiring that an accredited thir"
SCR-00505,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"Member States shall ensure that shareholders or members of large undertakings subject to Articles 19a and 29a of Directive 2013/34/EU, except undertakings referred to in point (a) of point (1) of Article 2 of that Directive, and which represent more than 5 % of the voting rights or 5 % of the capital of the undertaking, acting individually or collectively, have the right to table a draft resolution to be adopted in the general meeting of shareholders or members, requiring that an accredited thir"
SCR-00506,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘1. Member States shall ensure that statutory auditors or audit firms may be dismissed only where there are proper grounds. Divergence of opinions on accounting treatments, audit procedures or, where applicable, on sustainability reporting or assurance procedures shall not be proper grounds for dismissal.’;"
SCR-00507,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"‘1. Member States shall ensure that statutory auditors or audit firms may be dismissed only where there are proper grounds. Divergence of opinions on accounting treatments, audit procedures or, where applicable, on sustainability reporting or assurance procedures shall not be proper grounds for dismissal.’;"
SCR-00508,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,‘The obligation to inform provided for in the first subparagraph shall also apply to the assurance of sustainability reporting.’;
